,bfs_id,name,lat,lon
159,884,Toffen,2604097.241498121,1189748.6302726069
160,401,Aefligen,2608414.022510026,1216186.9370125376
161,445,Sonvilier,2563107.2567418297,1221363.914638317
162,861,Belp,2605450.6791636753,1192804.8566305072
163,492,Erlach,2573663.806036095,1209549.9855970913
164,724,Nods,2573036.2651246944,1219195.1840973038
165,408,Hellsau,2615905.495866024,1221432.3957284186
166,977,Heimenhausen,2619164.888625468,1228782.6328852153
167,540,Jegenstorf,2604396.8433320504,1211359.7008586985
168,690,Court,2593986.495614847,1232095.809422277
169,554,Wiler bei Utzenstorf,2609068.1971344873,1222433.4957246515
170,988,Seeberg,2618618.1156507907,1221367.1857132348
171,889,Thurnen,2605459.180837594,1184865.5312087694
172,420,Rüdtligen-Alchenflüh,2609872.8651723303,1214877.5301996649
173,498,Müntschemier,2577773.0616986733,1204917.9547656798
174,944,Uetendorf,2610383.6609769473,1180430.4456856623
175,321,Aarwangen,2624600.7540283976,1231648.028422814
176,587,Matten bei Interlaken,2633310.1427990114,1169230.3245240916
177,755,Worben,2589209.6065271148,1216649.5180085928
178,307,Meikirch,2594499.9723752188,1206239.8355777478
179,304,Kallnach,2583648.2154982253,1206454.0856053808
180,421,Rumendingen,2615608.227886455,1217152.808521537
181,632,Wichtrach,2610740.816936923,1188250.131706589
182,906,Schangnau,2633948.208893988,1184540.7195393008
183,567,Reichenbach im Kandertal,2622879.984044426,1158266.6449183049
184,945,Unterlangenegg,2620050.5309558734,1183153.9872632336
185,574,Brienzwiler,2650142.8346525757,1175674.1016076854
186,309,Radelfingen,2587088.768417393,1205662.3260447013
187,869,Kaufdorf,2604413.2502577393,1187604.3480604484
188,792,Lenk,2601369.576333807,1141527.5634824482
189,935,Oberlangenegg,2623145.573779196,1183362.676165748
190,975,Farnern,2612997.9733195747,1235524.9242156288
191,627,Worb,2610062.5626998553,1197356.102923202
192,586,Lütschental,2639316.332377645,1165975.5874667545
193,973,Bettenhausen,2620483.347251203,1224381.8944523293
194,9089,Brienzersee,2640695.8871957995,1175055.3741672847
195,491,Brüttelen,2578148.7726544873,1208149.2081529892
196,576,Grindelwald,2646896.2070135525,1163265.4193929061
197,943,Uebeschi,2608302.585560264,1176479.0327615815
198,903,Lauperswil,2623542.1483806986,1201147.860360837
199,446,Tramelan,2574111.180436128,1230757.4048789914
200,351,Bern,2597542.079267373,1199612.0214247545
201,703,Reconvilier,2583664.513007586,1230661.8152070593
202,925,Fahrni,2616482.248292171,1183100.2551148473
203,870,Kehrsatz,2602507.3449806063,1195668.1802044937
204,354,Kirchlindach,2598262.2792092487,1205265.7502741548
205,668,Mühleberg,2587308.247710248,1199513.3932838878
206,381,Arch,2599661.742374102,1223845.0358988284
207,763,Erlenbach im Simmental,2607720.283158426,1167714.6352920053
208,766,Oberwil im Simmental,2599470.0807388863,1167184.612754854
209,496,Ins,2574288.8362035914,1205287.4033392048
210,972,Berken,2620215.3853462376,1230553.1576149527
211,842,Lauenen,2592309.0258668857,1138529.4666823903
212,538,Fraubrunnen,2605404.067490691,1215530.5663444633
213,382,Büetigen,2592356.5262537454,1217228.1459310644
214,754,Walperswil,2583679.3973175352,1211261.8987336056
215,585,Leissigen,2626101.5651862156,1165691.5362770292
216,438,Orvin,2581384.448059488,1222834.854756677
217,922,Blumenstein,2604343.8946084464,1175216.4577566998
218,959,Walterswil (BE),2625159.018222974,1217077.7278022259
219,394,Wengi,2596716.4813472447,1215018.417297179
220,541,Iffwil,2602918.764720049,1212676.3394545869
221,630,Allmendingen,2606277.7939814897,1196188.8227253377
222,767,Reutigen,2612885.6795989065,1171620.5145955526
223,606,Brenzikofen,2613572.0994779207,1184871.170552521
224,731,Aegerten,2588349.4226018065,1218476.2510819568
225,742,Mörigen,2582783.3879956095,1214826.38609103
226,502,Vinelz,2575725.541260948,1209117.850544701
227,708,Schelten,2608474.727594004,1242211.8881065543
228,422,Rüti bei Lyssach,2610922.008513424,1211501.0475078376
229,716,Petit-Val,2584083.381531873,1235923.829139363
230,992,Wangen an der Aare,2616261.4007292874,1230620.9153616251
231,629,Oberhünigen,2617671.7887322237,1191191.671542173
232,605,Bowil,2620013.591975838,1193149.0796368353
233,9073,Thunersee,2621587.1845524064,1171269.62680184
234,628,Zäziwil,2617445.6855170075,1193866.370782616
235,888,Wald (BE),2601568.161909605,1192377.2762134895
236,843,Saanen,2588464.765048233,1147802.7918560691
237,432,Cormoret,2570301.537383036,1223826.0412031037
238,756,Twann-Tüscherz,2579592.9627193892,1217507.2954519736
239,336,Reisiswil,2630620.6732838247,1223448.7164238454
240,582,Iseltwald,2642247.5838001803,1172235.9278236956
241,938,Sigriswil,2623629.7800113657,1176055.724589768
242,739,Ipsach,2584302.5015874724,1218249.4934238323
243,386,Dotzigen,2593177.1566412863,1219456.2322969008
244,409,Hindelbank,2608553.9097364102,1210225.4395027803
245,410,Höchstetten,2614777.107970066,1221434.1494502015
246,931,Homberg,2618682.181482629,1180612.49932224
247,769,Wimmis,2615535.640403311,1167825.5207157447
248,841,Gsteig,2585694.6428483264,1137037.2466358703
249,413,Koppigen,2612448.244390464,1220561.3790395246
250,552,Utzenstorf,2609477.319233197,1219222.0881050767
251,403,Bäriswil,2607095.6119892807,1207322.393225103
252,909,Trubschachen,2630341.2189782257,1195340.873697171
253,433,Cortébert,2575172.322613319,1225026.3855880871
254,329,Langenthal,2627901.6678439835,1229077.820749881
255,603,Biglen,2614321.110249567,1197428.2026587054
256,736,Hagneck,2580937.368432202,1211330.885045357
257,957,Sumiswald,2628584.6110477108,1209047.299266967
258,701,Perrefitte,2590950.8085693186,1236360.705514735
259,612,Konolfingen,2612918.3527003196,1192843.438418857
260,929,Hilterfingen,2616785.628020986,1176908.8374079803
261,885,Uttigen,2610274.7216922734,1182655.6834988664
262,939,Steffisburg,2615037.8546724454,1181031.678976794
263,745,Port,2586363.44948133,1218135.4958707343
264,762,Diemtigen,2607030.9464082313,1159893.892331383
265,561,Adelboden,2608955.1147421016,1146898.323162825
266,431,Corgémont,2577264.4874799205,1226715.1573160836
267,390,Meinisberg,2593484.605889156,1223388.3282181877
268,493,Finsterhennen,2580273.7008586074,1207764.453875393
269,711,Sorvilier,2590079.0926406286,1231180.3962400537
270,326,Gondiswil,2632593.5313903955,1221472.1736545386
271,867,Gurzelen,2607424.917457862,1180475.4559652177
272,750,Sutz-Lattrigen,2583412.6700640833,1216392.2660759762
273,391,Oberwil bei Büren,2597937.2079957197,1219972.4495096467
274,786,Schattenhalb,2655939.426368442,1171698.1440050642
275,393,Rüti bei Büren,2597926.8802970964,1222260.740336299
276,359,Vechigen,2609892.534153396,1201332.4448091306
277,979,Herzogenbuchsee,2620279.1064998824,1226417.0462781833
278,982,Niederönz,2618593.7370174606,1226152.1156961352
279,345,Wynau,2627753.8632063726,1233984.6928151445
280,671,Wileroltigen,2584766.8694994687,1202353.8991944208
281,735,Epsach,2583402.259534795,1213287.050953276
282,611,Kiesen,2610785.6257274644,1184620.5652447662
283,435,La Ferrière,2559166.278135175,1221518.9550294518
284,990,Walliswil bei Niederbipp,2619434.8623363725,1231726.395488619
285,626,Walkringen,2614363.720787546,1201084.8395758665
286,499,Siselen,2581555.306658329,1209080.9025237502
287,793,St. Stephan,2599050.3166995044,1150220.5048229254
288,749,Studen (BE),2589690.666508495,1217963.48579969
289,361,Zollikofen,2601049.6619471437,1204796.6022241418
290,333,Melchnau,2631653.2919211616,1225210.7550174017
291,303,Grossaffoltern,2593749.622826252,1213096.8168752752
292,594,Wilderswil,2632720.5728680985,1166176.779414357
293,923,Buchholterberg,2619198.981723199,1185411.221053849
294,500,Treiten,2579157.1675569154,1206220.6772669961
295,301,Aarberg,2588166.684424171,1210576.3744931086
296,362,Ittigen,2602729.916666465,1203283.7801319107
297,575,Därligen,2628649.2304537473,1166966.603476542
298,904,Röthenbach im Emmental,2624219.3198493444,1187978.832414206
299,356,Muri bei Bern,2604677.3526279,1197922.24572067
300,589,Oberried am Brienzersee,2639633.3504570737,1178520.0259731456
301,707,Saules (BE),2583609.3246909254,1233617.245692863
302,905,Rüderswil,2621607.6118480028,1203261.7124158754
303,868,Jaberg,2609705.2621183787,1185377.373317326
304,414,Krauchthal,2609409.183341689,1206516.9805190628
305,791,Boltigen,2593773.543079869,1161484.2288662868
306,747,Scheuren,2591527.5706596966,1220157.9090497107
307,951,Affoltern im Emmental,2622454.5234023333,1213101.6160279668
308,411,Kernenried,2608447.9595898264,1212811.741016262
309,615,Mirchel,2616130.037153885,1193407.1977672921
310,985,Ochlenberg,2622223.449964453,1221700.3821532042
311,948,Forst-Längenbühl,2607164.2387504485,1178867.758373349
312,402,Alchenstorf,2615558.5297688963,1219299.9884653834
313,305,Kappelen,2587723.208677423,1213562.637400744
314,363,Ostermundigen,2604331.3080131705,1200535.087679342
315,342,Thunstetten,2623325.118663922,1228330.4111279144
316,591,Saxeten,2629811.7183428183,1163859.1135016105
317,852,Guggisberg,2592801.034577748,1176345.8290308712
318,733,Brügg,2587814.401035632,1219700.228169377
319,385,Diessbach bei Büren,2594329.2479021465,1217043.2656170889
320,670,Neuenegg,2589291.839899138,1195119.1931580692
321,546,Münchenbuchsee,2600232.1022531227,1207506.899502203
322,581,Interlaken,2632615.6393584646,1170752.0062396901
323,782,Guttannen,2662764.535526688,1160905.8551864512
324,543,Mattstetten,2606225.1725555263,1208023.302421633
325,669,Münchenwiler,2576141.9980217223,1195600.3972997977
326,785,Meiringen,2653191.7537575616,1174385.13705391
327,565,Kandersteg,2620712.313925236,1146470.3015472372
328,751,Täuffelen,2581700.3022123487,1212711.8939216086
329,412,Kirchberg (BE),2612626.2330295616,1214657.847905814
330,741,Merzligen,2585961.082334393,1215157.9454351396
331,761,Därstetten,2603800.365692239,1168971.7716193825
332,706,Saicourt,2580025.417844799,1233514.363577291
333,371,Biel/Bienne,2586534.8083041473,1222039.8142124484
334,311,Schüpfen,2595137.6154678673,1209414.9524749091
335,312,Seedorf (BE),2590466.275331398,1208459.220851255
336,302,Bargen (BE),2585256.3159328303,1209478.9648967795
337,732,Bellmund,2585161.1473851856,1216895.1231207827
338,715,Rebévelier,2580900.845736353,1237703.6960100087
