,bfs_id,name,lat,lon
0,602,Arni (BE),7.657656052471316,46.93537612276957
1,616,Münsingen,7.5706312232329,46.88141378252053
2,424,Wynigen,7.69193179483506,47.103891219595006
3,553,Wiggiswil,7.471089106638686,47.03135257128698
4,437,Mont-Tramelan,7.0647496994550325,47.20998733422923
5,743,Nidau,7.24089179645294,47.124312085091965
6,667,Laupen,7.242371688510181,46.91014939417731
7,663,Frauenkappelen,7.333436606242571,46.95535653327314
8,991,Walliswil bei Wangen,7.683489604277006,47.227083114193164
9,392,Pieterlen,7.3280302090763625,47.17387548492145
10,908,Trub,7.891476567046714,46.96288126861782
11,936,Pohlern,7.522960104251169,46.71573654361684
12,590,Ringgenberg (BE),7.890629585993211,46.70881644370557
13,700,Moutier,7.361684415159274,47.2773977104217
14,619,Oberdiessbach,7.6372939651209455,46.83427762837863
15,344,Ursenbach,7.764203739926418,47.129345155007385
16,322,Auswil,7.835258859819844,47.136499632468905
17,955,Lützelflüh,7.698030040842739,47.00454297705464
18,608,Grosshöchstetten,7.622558921313158,46.90695458152396
19,388,Leuzigen,7.466615072850201,47.17091091536153
20,748,Schwadernau,7.317287183013031,47.12388179224301
21,717,Valbirse,7.27041927582077,47.23772693491432
22,580,Hofstetten bei Brienz,8.079888875635206,46.76685686188707
23,533,Bätterkinden,7.529884224091414,47.136912205196275
24,592,Schwanden bei Brienz,8.055660067322144,46.77108247076612
25,579,Habkern,7.890020746255628,46.75505885824637
26,723,La Neuveville,7.101602986688619,47.07530812872076
27,927,Heiligenschwendi,7.682287613945812,46.752025126873825
28,932,Horrenbach-Buchen,7.7823952318448715,46.77485138878115
29,557,Zuzwil (BE),7.467303277150794,47.049804121635496
30,607,Freimettigen,7.632465623381344,46.86338365418919
31,907,Signau,7.738799826758218,46.915491638085356
32,404,Burgdorf,7.6191133526509125,47.05368183457862
33,942,Thun,7.6222213048745635,46.74660041024745
34,614,Linden,7.686859396911499,46.84844367964242
35,709,Seehof,7.520896191975703,47.30322136675001
36,450,Péry-La Heutte,7.2479113515603855,47.19564049550691
37,387,Lengnau (BE),7.365881760013686,47.18199893669359
38,572,Bönigen,7.924148646490098,46.67994645286457
39,940,Teuffenthal (BE),7.7126521843974825,46.76579410806123
40,358,Stettlen,7.522132932569156,46.956533534399426
41,622,Oppligen,7.596597558723701,46.81718004428829
42,956,Rüegsau,7.690973474246824,47.03805498497889
43,339,Rohrbachgraben,7.80290603617823,47.11309304680649
44,954,Huttwil,7.846364349812906,47.107742426122044
45,746,Safnern,7.321966182291402,47.15230733770984
46,310,Rapperswil (BE),7.420554071498622,47.06182640013797
47,406,Hasle bei Burgdorf,7.64310052458263,46.99827670278147
48,738,Jens,7.269123352715392,47.09808461957291
